q_id,poi_name
694,"Keim Substation, 500kV, 7.1 miles northeast of Colorado River Station"
695,Control Sub 115kV Bus
696,"Cortina - Vaca 230; Delevan - Vaca #1 230 KV, and Delevan - Vaca #2 230 KV"
697,Red Bluff Substation 230kV
698,Control Substation 115kV bus
699,Borrego Substation 69kV bus
7,El Segundo 220 kV Bus
70,Hillsdale Junction-Half Moon Bay 60 kV line
700,Rosamond-Del Sur 66kV line
701,Borrego Substation 69kV
702,El Segundo Substation 230kV Bus
703,Panoche - Oro Loma 115 KV Tap
704,Mojave Generating Station 500 kV bus
705,Arco-Carneras 70 kV line
706,Giffen Substation 70KV
707,Solado sub 115 KV bus
708,Tesla - Keslo 230 KV
709,Tesla Sub 115  KV
71,Eldorado 500/230kV Substation
710,Lambie Switching Station 230 KV
711,Corcoran-Smyrna 115kV line
712,Harbor Cogeneration Facility
713,Imperial Valley 230kV Sub
714,Crazy Eye Tap Substation 230kV
715,Jacob Corner Substation 70KV Bus
716,Colorado River Substation 230kV Bus
717,Arco Sub 70 KV Bus
718,Arco Sub 70 KV Bus
719,Lambie Switching Station 230 KV
72,Proposed Lee Lake Substation 500 kV
720,Vota-South 60 kV
721,Tesla - Westley 230 KV line
722,Windhub Substation 230kV
723,Borden 70kV
724,Gates 230 KV Bus
725,Hammond Sub 115 KV
726,Midway - Wheeler Ridge #1 and #2 230 kV
727,Midway - Wheeler Ridge #1 & #2 230 kV
728,69 KV   POI is at a designated google coordinates
729,Mendota Sub 115 KV Bus
73,Whirlwind Sub 230kV Bus
730,Colorado River Substation 230kV
731,Kearney Sub 230 KV
732,Windhub Substation 230kV bus
733,Coburn Sub 230 KV
734,Birds Landing Substation 230 kV
735,Imperial Valley Substation 230kV
736,Colorado River Substation 230kV bus
737,North Island Metering Station 69 kV
739,Otay Mesa Substation
74,Pit #3-Round Mountain 230kV  Line
740,Crazy Eyes Tap 230kV
741,Eldorado Substation 500kV Bus
742,Line Tap to 69 KV - Plainfield
743,Morrow Bay - Midway #1 & #2 230 KV
744,Lamont 115 KV
745,Coalinga - Gates #1 70 KV
746,Whirlwind Substation 220kV
747,Smyrna - Semitropic - Midway 115 KV
748,Smyrna - Semitropic - Midway 115 KV line
749,Old River - Kern #1 70 KV
75,Le Grand-Chowcilla 115 kV
750,Either Goldtown-Corum or Goldtown-Lancaster 66kV line on Holt St.
751,Strout SW Station 70kV
752,Guernsey - Henrietta  70 KV
753,Gates - Coalinga #1 70 KV
754,220kV Red Bluff Substation
755,Gates - Coalinga #1 70 KV
756,Borrego substation 69kV
757,Gates - Coalinga #1 70 KV
758,Goldtown-Corum or Goldtown-Lancaster 66kV line
759,Gates - Coalinga #1 70 KV
76,Merced #1 70 kV circuit
760,Smyrna - Semitropic - Midway #1 115 KV
761,Cal Cement-Antelope 66kV line
762,Contra Costa-Delta SW Yard 230kV
763,Stroud SW Sta   70 KV
764,Imperial Valley Substation 500kV Bus
765,Salado - Newman 60 KV
766,Imperial Valley Substation 230kV bus
767,Highwind Substation 230kV bus
77,TBD Bakersfield
770,ECO Sub 230kV
771,Plute-Lancaster 66kV line
772,Stanislaus - Manteca #2 115 kV Line
773,Elk Creek 60 KV Tap
774,Control Substation 115 kV bus
775,Arco-Twisselman 70 KV
776,Tulare Lake - Arco 70 KV
777,Pastoria-Magunden 230kV line
778,Antelope Substation 66 kV bus
78,Imperial Valley Sub 230kV Bus
780,Woodland - Zamora - Rio Oso #2  115kV Bus
781,Barrett-Cameron 69kV line
782,Jasper Switching Station 220kV bus
783,Cool Water Substation 115kV
784,Schulte sub 115 KV
785,Silver Queen-Goldtown 69kV line
786,Windhub Substation 66kV
787,Arco-Carneras 70 kV Line
788,Antelope Substation 66kV bus
789,Boulevard East Substation 69 kV
790,Antelope-Rosamond 66kV line
791,Antelope Substation 220kV Bus
792,Ivanpah Substation 220kV bus
793,Goldtown Substation 66kV Bus
794,Boulevard East Substation 138kV
795,Whirlwind Substation 230 kV bus
796,Whirlwind Substation 230 kV bus
797,Red Bluff Substation 230kV
798,Colorado River Substation 230kV
799,Mendota-San Joaquin-Helm 70kV
8,Sycamore Canyon Substation
80,Laguna Bell Sub 230 kV Bus
800,Mendota-San Joaquin-Helm 70kV
801,Butte-Table Mountain 115kV No. 2
802,500kV at Ocotillo Express
803,Midway - Wheeler Ridge #1 & #2 230 kV
804,Arco Substation  230 KV bus
805,Mendota-San Joaquin-Helm 69K
806,Mendota-San Joaquin-Helm 70 KV
807,Harquahala Substation 500kV
808,Harquahala Substation 500kV
809,Stroud switching station 70kV
810,Gates-McCall 230kV
811,Schindler Substation 115 KV Bus
812,Schindler Substation 115 KV Bus
813,Schindler Substation 115 KV Bus
814,Stroud switching station 70kV
815,Stroud switching station 70kV
816,Stroud switching station 70kV
817,Henrietta-GWF 115kV
818,Le Grand 115 KV
819,Gates Substation 500 KV
82,Rio Dell Substation 60kV
820,Mendota Sub 115KV Bus
821,Borden Sub 70 KV Bus
822,Gates - Midway 230 KV
823,Oro Loma - Panoche 115 KV
824,Mendota Sub 115 KV Bus
825,Mendota Sub 115 KV Bus
826,Westfield Sub 70 KV
827,Bellota - Tesla #2 230 KV
828,Smyrna Sub 115 KV Bus
829,Moss-Panoche and Coburn-Panoche 230 KV
83,Lugo-Pisgah No. 2 230 kV tran line
830,Vaca - Dixon Sub 115 KV Bus
831,Colorado River Substation  230kV
832,Tesla - Miller 115 KV
833,Coalinga   70 KV
834,Gorman-Kern River 66kV line
835,Gates Sub 500 KV Bus
836,North Gila Substation 500 kV
837,East County (ECO) Substation 138kV
838,Imperial Valley Substation 230 kV
839,Colorado River Substation 230kV bus
84,Whirlwind Sub 230kV Bus
840,Colorado River Substation 230kV bus
841,Hassayampa-North Gila 500kV
842,Jasper Substation 220kV
843,66kV Windhub Substation
844,Cal Cement-Antelope 66kV line
845,Corum-Goldtown 69kV line
846,Imperial Valley 230-kV Substation
847,Kramer-Victor 115kV line
848,Imperial Valley Substation 12kV Bus
849,Whirlwind Substation 230kV
85,Segment 3 230 Collector Loop Tehachapi
850,Redman-Lancaster 66kV line
851,Control Substation 115kV
852,Rosamond-Cal Cement 66kV line
853,Monolith Substation 66kV
854,Blythe Substation 161kV bus
855,Merchant Switchyard 230 kV
857,Springville Sub 230 KV Bus
858,Devers-Farrel 115kV line
860,Lone Tree-Cayetano at the Jackson Substation
861,PG&E Valley Springs #2 60 kV Line from Valley Springs to Lockford 60 kV line
862,"PG&E Armstrong 70kV switching station at intersection of S 11th Ave. and Idaho Avenue, Hanford, CA."
863,Guernsey - Henrietta 70 KV line
864,Stroud  70 KV substation
865,Hardwick  70 KV sub
866,Humboldt-Bridgeville 115 kV line
867,Pit#1-Pit#3 230kV line
868,Vaca-Bahia 230kV line
869,Helm Substation 70kV Bus
86A,Vincent Substation
86B,Canwind Substation 66kV
87,Diablo Canyon Substation Circuit Breakers 532 and 632
870,Midway-Wheeler Ridge 230 kV
871,Colorado River Substation 230kV
872,Carneras-Taft 70 kV Line
873,Palo Verde-Devers #1 500kV line
874,Colorado River Substation 230kV
875,Imperial Valley Substation 230kV
876,Cuyama Substation
878,Westwood Substation 60kV
879,Volta/South 60 kV
88,Hinson Sub 230 kV bus
880,Gamebird Substation 138kV
881,Colorado River Substation 230kV
882,Olive Substation 115 kV
883,Tesla - Stockton Co-Gen Jct 115 kV Line
884,Crazy Eyes Subsation 230kV
885,Copus-Old River 70 kV line
886,Tracy-Tesla 115kV line
887,Eldorado Substation 220kV Bus
888,Jasper 220 kV
889,Eldorado Substation 220 kV Bus
89,Victorville Substation
890,Cal Cement-Rosamond 69kV line
891,Eldorado Substation 230 kV bus
892,Pisgah Substation 220kV bus
893,Huntington Beach Switching Station 230kV
894,Table Mountain-Rio Oso 230kV circuit
895,Boulevard East Substation 138kV
896,Boulevard East Substation 138kV
898,Famoso Substation 115kV bus
899,Ckt I & 2 Delevan-Vaca and Cortina-Vaca 230 kV lines
9,Morro Bay Substation
90,Existing radial 69kV gen-tie line to TL6929
901,Semitropic-Midway 115 kV line
902,"Colorado River sub, 230 kV bus"
903,Lugo-Vincent 500 kV line
904,Colorado River Substation 230kV
905,Temblor-Kernridge 115kV line
906,Jasper Substation 230kV
907,Newhall Substation 115 kV bus
909,Sandlot Substation 220kV
910,Honey Lake Substation 60 kV
911,Pastoria Substation 220kV
912,Windhub Substation 220kV
913,Colorado River Substation 230 kV bus
914,Vista Substation 138kV
915,Thousandaire Substation 138kV
916,Henrietta-GWF 115 kV Line
917,Henrietta-GWF 115 kV Line;
918,Mendota Dairyland 115kV
919,Imperial Valley Substation 230kV
92,Vincent Sub 230 kV Bus
920,Coolwater-DunnSiding-Baker Substation 115kV
921,Alpaugh-Smyrna 115kV Line
922,Highwind Substation 230kV
923,Vista Substation 230kV
924,Los Banos-Westly 230 kV Line
925,Windhub Substation 230kV bus
926,Windhub Substation 230 kV
927,Highwind Substation 230kV bus
928,CPN Creed/ Goose Haven Subs - Lambie Switching Station 230 kV
93,Windhub Substation 220kV bus
933,Rio Bravo Tomato Substation 115 kV Bus
934,Santa Nella-Canal 70kV line
935,Woodland-Davis 115kV line
936,Coalinga 1-Coalinga 2 70kV line
937,Lemoore-Henrietta 115kV line
938,Windhub 230 kV bus
939,Alamitos Switching Station 230kV
94,Highwind Sub 220kV Bus
940,Hassayampa-North Gila 500kV Line
941,Redondo Beach Switching Station 230kV
942,Kramer Substation 220kV bus
943,Lerdo 115 kV Substation
944,Valley Center 69kv Sub
945,Lodi STIG 230 kV Substation
947,Olive Substation 115 kV
948,Border 69 KV Substation
949,Warners 69kV line
95,Windhub Substation 220kV bus
950,Kramer Substation 230kV
951,Vasco 60kV Substation
952,Hassayampa Common Bus 500 kV
956,VACA-VACAVILLE-JAMESON-NORTH TOWER 115KV
957,Otay Mesa Substation 230kV
958,69kV bus of the El Cajon Sub
959,Crestwood-Boulevard East 69kV line
960,Huntington Beach Switching Station 230kV
961,Imperial Valley Substation 230kV
962,Halsey Substation 60Kv
963,Pittsburg Substation 115 kV bus
964,Arco-Twisselman 70 kV Line
965,Henrietta-GWF 115 kV Line
966,Midway-Midsun 115 kV line
967,Whirlwind 230 kV bus
968,Palomar Energy Switchyard 230 kV
969,Otay Mesa Switchyard 230kV
97,Whirlwind Sub 220kV bus
970,Colorado River Substation 230kV bus
973,Primm Substation 230kV
974,Morrow Bay-Gates 230 kV Line
975,"Salado- Newman 60 kV Line #1, Pole No. 3/13"
976,TABLE MTN-RIO OSO 230 KV Line
977,Santa Clara Substation 230kV bus
978,Avocado-Monserate 69kV line approx 2.5 mile from Monserate
979,Pendleton Sub
98,Diablo Canyon Substation Cirvuit Breakers 532 and 632
980,San Luis Rey-Pendleton 69kV line
981,Goleta Substation 220kV bus
982,San Luis Rey-Stuart 69kV line
983,Walnut Substation 230kV
984,Imperial Valley Sub 230kV
985,Imperial Valley 230 kV bus
986,Kramer Substation 230kV
987,SLO to Oceano 115kV line
988,Maricopa-Copus 70kV line
989,Kasson-Manteca 60kV
99,Diablo Canyon Substation Circuit Breakers 542 and 642
990,Loop Center-Mesa and Center-Olinda 230kV lines
991,Rio Hondo Substation 230kV
992,East Nicolaus 60 kV substation
994,Valley Substation 138kV
995,Gates-Midway 230kV line
996,Midway- Wheeler Ridge 230 kV line tap via .5 mile gen tie
997,Monte Rio-Fulton 60 kV transmission line
998,Proposed switch station on the Hassayama-North Gila Bend 500 kV line
999,Caliente Switching Station 230 kV
54502,FINK SW STA 230 kV
54503,HENRIETTA 230 kV
54508,BOULEVARD EAST 138 kV
54519,ANTELOPE 66 kV
54521,SALINAS 115 kV
54529,LOS BANOS 230 kV
54537,COTTONWOOD-LOGAN CREEK
54539,WHIRLWIND 230 kV
54570,WHIRLWIND 230 kV
54572,WHIRLWIND 500 kV
54582,LOCKEFORD 115 kV
54585,GREEN VALLEY 115 kV
54602,VILLA PARK 230 kV
54610,AVOCADO 69 kV
54620,QUINTO SW STA-FINK SW STA
54622,QUINTO SW STA-FINK SW STA
54630,QUINTO SW STA 230 kV
54639,MOSS LANDING PP 115 kV
54647,LOS BANOS 500 kV
54670,GATES 500 kV
54678,FINK SW STA 230 kV
54693,TESLA-TRACY #2
54707,WINDHUB 500 kV
54710,INYOKERN 115 kV
54719,RANCHO VISTA 230 kV
54720,Q1881 Switching Station on Tesla-Newark #1 230kV
54721,LAMMERS 115 kV
54722,ANTELOPE 230 kV
54727,BELLOTA-WEBER
54745,ANTELOPE 230 kV
54766,TALEGA 230 kV
54773,QUINTO SW STA 230 kV
54785,LOS ESTEROS 115 kV
54789,MOSS LANDING PP 230 kV
54794,SCHULTE SW STA 115 kV
54802,RIO OSO 230 kV
54812,QUINTO SW STA 230 kV
54825,Westley-Los Banos 230 kV Line
54833,LOS BANOS 230 kV
54835,LOS BANOS-GATES #1
54836,LOS BANOS-GATES #1
54840,TESLA-TRACY #1
54842,BELLOTA-TESLA #2
54845,Miller 115kV line #1
54852,697 (Oceanside - San Luis Rey)
54862,QUINTO SW STA 230 kV
54874,QUINTO SW STA 230 kV
54875,Manning-Los Banos
54877,WHIRLWIND 500 kV
54878,LOS BANOS 230 kV
54881,LOS BANOS 230 kV
54885,MANNING 500 kV
54895,WHIRLWIND 500 kV
54899,MANNING 500 kV
54907,BELLOTA-TESLA #2
54910,WHIRLWIND 230 kV
54926,VALLEY SPRINGS 230 kV
54940,WHIRLWIND 500 kV
54941,WHIRLWIND 500 kV
54962,QUINTO SW STA 230 kV
54991,BEATTY 230 kV
54992,BEATTY 230 kV
54998,SANDLOT 230 kV
55000,WEBER 230 kV
55009,FRENCH CAMP 60 kV
55013,BELLOTA 230 kV
55014,ELDORADO 230 kV
55020,DIABLO-MIDWAY #2
55026,MIDWAY-WHIRLWIND
55042,COLORADO RIVER 230 kV
55045,LUGO 500 kV
55047,CALIENTE SW STA-MIDWAY #1
caiso_c15_92,Los Banos 500kV
caiso_c15_28,Birds Landing 230 kV
caiso_c15_426,TWE Project Wyoming Terminal 345kV
caiso_c15_475,Victor Substation 230kV
caiso_c15_214,Devers 230kV
caiso_c15_257,Green Valley 115kV
caiso_c15_532,Round Mountain 230kV
caiso_c15_461,Diablo - Gates 500kV
caiso_c15_281,Pastoria Substation 230kV
caiso_c15_504,Inyokern 115kV
caiso_c15_425,Vaca - Dixon Substation 230kV
caiso_c15_82,El Dorado 230kV
caiso_c15_464,Borden 230kV
caiso_c15_481,BEATTY SUBSTATION 230kV
caiso_c15_417,Wheeler Junction 230kV
caiso_c15_15,Cooley Landing - Ravenswood Line 115kV
caiso_c15_264,Mohave 500kV
caiso_c15_259,Peabody 230kV
caiso_c15_235,Otay Mesa 230kV
caiso_c15_232,Mesa 230kV
caiso_c15_456,Telegraph Canyon 138 kV
caiso_c15_181,Dos Amigos - Panoche 230kV
caiso_c15_470,Bay Boulevard 230kV
caiso_c15_430,Rio Hondo 230kV
caiso_c15_415,Victor Substation 115kV
caiso_c15_442,Imperial Valley 230kV
caiso_c15_121,Mesa 115kV
caiso_c15_441,Corcoran - Olive Switching station 115kV
caiso_c15_331,Valley Substation 500kV
caiso_c15_472,Silvergate 230kV
caiso_c15_141,Cameron 69kV
caiso_c15_198,Capistrano 230kV
caiso_c15_462,Moss Landing 500kV
caiso_c15_149,Mesa 230kV
caiso_c15_287,Fulton 230kV
caiso_c15_158,Lugo 230kV
caiso_c15_75,Red Bluff 500kV
caiso_c15_240,Victor Substation 230kV
caiso_c15_51,Mira Loma 230kV
caiso_c15_463,Ormond Beach 230kV
caiso_c15_484,BEATTY SUBSTATION 230kV
caiso_c15_101,Margarita 138kV
caiso_c15_382,Contra Costa - Delta Switchyard 230kV
caiso_c15_200,Devers 500kV
caiso_c15_344,Mira Loma 230kV
caiso_c15_296,Diablo - Gates 500kV
caiso_c15_194,Kern PP 115 kV
caiso_c15_279,Lambie Switching Station 230kV
caiso_c15_216,Calcite 230kV
caiso_c15_217,Kramer 230kV
caiso_c15_322,Bailey Station
caiso_c15_23,Richmond R 115kV
caiso_c15_453,Bear Mountain 115 kV
caiso_c15_286,Otay Mesa 230kV
caiso_c15_323,La Cienega 230kV
caiso_c15_541,Gregg Substation 230kV
caiso_c15_364,Imperial Valley 230kV
caiso_c15_363,Sloan Canyon - Trout Canyon 230kV
caiso_c15_213,Alberhill Substation 500kV
caiso_c15_107,Humboldt Substation 115kV
caiso_c15_250,Helm Sub 230kV
caiso_c15_524,Los Banos - O'Neil Line 70kV
caiso_c15_234,Miguel 230kV
caiso_c15_11,Santa Clara 230 kV
caiso_c15_436,Martin 230kV
caiso_c15_384,Otay Mesa 230kV
caiso_c15_280,Templeton Substation 230kV
caiso_c15_300,Table Mountain 500kV
caiso_c15_318,Rio Hondo 230kV
caiso_c15_352,Pisgah Substation 230kV
caiso_c15_422,Primm Sub 230kV
caiso_c15_445,Alpaugh Substation 115kV
caiso_c15_326,Devers 230kV
caiso_c15_536,Kramer- Roadway 230kV
caiso_c15_205,El Casco 230kV
caiso_c15_291,Loveland- Alpine 69 kV
caiso_c15_256,Cottonwood 230kV
caiso_c15_350,7th Standard 115kV
caiso_c15_353,Manning 500kV
caiso_c15_539,Palermo
caiso_c15_180,Logan Creek 230kV
caiso_c15_487,Wilson -New Melones 230kV
caiso_c15_226,Collinsville 230kV
caiso_c15_495,Etiwanda 230kV
caiso_c15_119,Coolwater 115kV
caiso_c15_106,Humboldt Substation 115kV
caiso_c15_91,Imperial Valley 500kV
caiso_c15_88,Union 70kV
caiso_c15_196,Wilson Substation 115kV
caiso_c15_284,Valley Substation 500kV
caiso_c15_105,IVANPAH 230kV
caiso_c15_183,Lone Tree 230kV
caiso_c15_163,Mesa 115kV
caiso_c15_366,Lamont 115kV
caiso_c15_414,Goose Lake 115kV
caiso_c15_412,Vedder - Live Oak Tap - Fruitvale 115kV
caiso_c15_354,Mohave 500kV
caiso_c15_223,Lakeville - Vaca Dixon 230 kV
caiso_c15_253,Vaca - Dixon Substation 115kV
caiso_c15_406,Shadow Ridge 138kV
caiso_c15_63,Gregg Substation 230kV
caiso_c15_110,Victor Substation 230kV
caiso_c15_154,Valley Center 69kV
caiso_c15_80,Manning 230kV
caiso_c15_293,Atwater 115kV
caiso_c15_329,Logan Creek 230kV
caiso_c15_440,TWE 230 kV (Wyoming Converter Terminal 230 kV AC side)
caiso_c15_386,Rector Station 230kV
caiso_c15_500,Windhub 230kV
caiso_c15_195,Olinda 230kV
caiso_c15_505,Chowchilla 115kV
caiso_c15_540,Tranquility 230kV
caiso_c15_89,Manning 500kV
caiso_c15_283,Greenleaf 115kV
caiso_c15_190,McMullin Sub 230 kV
caiso_c15_371,Lamont 115kV
caiso_c15_410,Pahrump Sub 230kV
caiso_c15_128,Dos Amigos - Panoche 230kV
caiso_c15_355,IVANPAH-BAKER-COOL WATER-DUNN SIDING-MOUNTAIN PASS 115 kV Line
caiso_c15_389,Wilson Substation 115kV
caiso_c15_251,Salinas Substation 115kV
caiso_c15_420,Sloan Canyon - Trout Canyon 230kV
caiso_c15_108,Imperial Valley 230kV
caiso_c15_228,Glenn Substation 230kV
caiso_c15_292,Borden 70kV
caiso_c15_276,Valley Substation 500kV
caiso_c15_413,Devers 230kV
caiso_c15_297,Diablo Canyon Switching Station
caiso_c15_375,Merchant 230kV
caiso_c15_109,East County substation 230kV
caiso_c15_520,Rector Station 230kV
caiso_c15_112,Panoche 115kV
caiso_c15_156,Miguel 69kV
caiso_c15_201,Lakeville 230kV
caiso_c15_102,Rancho Mission Viejo 138kV
caiso_c15_161,Pisgah Substation 230kV
caiso_c15_244,New Proposed Substation adjacent to Dos Amigos Sub
caiso_c15_519,Bailey Station
caiso_c15_282,Fulton 230kV
caiso_c15_117,Kelso 230kV
caiso_c15_534,TWE 230 kV (Wyoming Converter Terminal 230 kV AC side)
caiso_c15_429,Lerdo Substation 115kV
caiso_c15_155,Miguel 230kV
caiso_c15_411,Cottonwood 115kV
caiso_c15_188,Suncrest 230kV
caiso_c15_191,Vista Substation 230kV
caiso_c15_418,Otay sub 69KV
caiso_c15_160,Vaca - Dixon Substation 230kV
caiso_c15_537,Lugo-Calcite Line 230kV
caiso_c15_334,Lighthipe 230kV
caiso_c15_367,Otay Mesa 230kV
caiso_c15_84,New PG&E Substation (Near Dos Amigos)
caiso_c15_104,Mira Loma 230kV
caiso_c15_439,TWE 230 kV (Wyoming Converter Terminal 230 kV AC side)
caiso_c15_76,Kramer 230kV
caiso_c15_544,Salinas Substation 115kV
caiso_c15_499,Rio Oso Sub 230kV
caiso_c15_317,La Cienega 230kV
caiso_c15_204,Manning 500kV
caiso_c15_497,Kingsburg 115kV
caiso_c15_421,IVANPAH-BAKER-COOL WATER-DUNN SIDING-MOUNTAIN PASS 115 kV Line
caiso_c15_388,El Dorado 230kV
caiso_c15_254,Coppermine substation 70kV
caiso_c15_357,Collinsville 500kV
caiso_c15_460,Diablo Canyon Substation 500kV
100,Vincent Substation 230kV
1028,Mendota Substation 115 kV
1029,Mendota Substation 115 kV
1030,Schindler-Huron-Gates Tap 70kV
1041,Imperial Valley Substation 230 kV
1044,Mission-San Luis Rey 230 kV line
1051,Kearny Substation 69kV
1055,San Luis Rey Substation 230 kV
1056,Talega-Escondido 230kV line
1062,Hoodoo Wash Switchyard 500 kV
106A,Boulevard East Substation 138kV
1074,Whirlwind Substation 220 kV
1080,Ellis-Santiago line 220kV
1083,Johanna Switchyard 230kV
1120,Gates 230 kV
1121,Waukena Switching Station 115kV
1127,Mendota Substation 115kV
1128,Mendota Substation 115kV
1129,Tranquility 230 kV
1135,Tranquility 230 kV
1139,Gates 230 kV
1141,Arco Substation 70kV
1146,Olive switching station - Smynra 115 Kv Line
1155,Eastshore 115kV Substation
1157,Arco Substation 70kV
1158,Mustang Switching Station 230kV
1161,Wheeler Ridge-Midway 230kV line
1167,0.2 miles from Monsrate Tap  on the Monsrate Tap-Pala 69 kV line
1171,Hoodoo Wash Switchyard 500 kV
1173,0.2-mile from Moro hill tap on the Moro Hill Tap - Monserate 69 kV line
1174,East County Substation 138 kV
1183,Pala 69kV substation
1186,New Substation to Loop in TL2330 Talega- Escondido 230kV line
1196,Colorado River Substation 230kV
1198,Colorado River Substation 220kV
1200,Red Bluff Substation 230kV
1203,Calcite Substation gen-tie at 230KV
1204,Kramer Substation 230kV
1205,Coolwater 115kV Substation
1207,Calcite Substation 230kV
1208,Antelope Substation 220kV
1211,Whirlwind Substation 230kV
1215,Whirlwind Substation 230kV
1220,Liebert 230kV Switchyard
1223,Mustang 230 kV
1225,Five Points Substation 70 kV
1230,Tranquility Kearny 230kV
1235,Panoche Substation 115 kV
1237,Excelsior Switching Station located on the Panoche-Schindler No.1 & 2 115 kV line
124,Imperial Valley Substation 230 kV
1242,Gates 230 kV
1243,Gates 230 kV
1244,Fink 230 kV
1246,Quinto Switching Station 230 kV Bus
1268,Herdlyn - Tracy 70 kV - Long: -121.577185 Lat: 37.800654
1278,Westwood  60kV
1291,Hassayampa Common Bus 500 kV
1302,Red Bluff 220 kV
1305,Calcite 230 kV Line
1313,Kramer Substation 230kV
1314,Kramer Substation 230kV
1315,Kramer-BLM WEST 230KV line
1316,Calcite Substation 230 kV
1319,Whirlwind Substation 230kV
1322,Whirlwind Substation 230kV
1323,Whirlwind Substation 230kV
1324,Windhub Substation 230kV
1327,Whirlwind Substation 230kV
1329,Whirlwind Substation 230 kV
1331,Windhub Substation 230kV
1332,Whirlwind Substation 230kV
1334,Santa Clara Substation 230kV
1335,Pastoria Substation 230kV
1338,SCE owned Eldorado bus 230kV
1341,Crazy Eyes Substation 230 kV
1349,Cayetano 230 kV
1350,Crow Creek 60 kV
1352,Herdlyn-Tracy line 70 kV
1371,Mendota Substation 115kV
1375,Smyrna Substation 115kV
1376,Tranquility Switching Station 230 kV
1377,Salado Substation 115kV
1379,Tranquility 230 kV
138,Devers Substation 220 kV
1380,Tranquility 230 kV
1381,Mercy Springs Substation 70kV
1382,Los Banos 230 kV
1384,Borden Substation 70kV
1385,Mustang Switching Station 230 kV
1388,Gates-Coalinga #2 70kV
1389,Gates 230 kV
1391,Tranquility 230 kV
1394,Midway 115 kV
1397,Wheeler Ridge 70 kV
1402,Delaney-Colorado River 500 kV Line
1403,Colorado River-Delaney 500kV
1404,Delaney-Colorado River 500kV
1405,Red Bluff Substation 230kV
1406,Colorado River Substation 230kV
1413,Roadway Substation 115kV bus
1414,Victor Substation 230kV
1417,Vestal Substation 230kV
1419,Whirlwind Substation 230kV
1420,Windhub Substation 230kV
1423,Antelope Substation 66kV
1424,Windhub Substation 230kV
1425,Santa Clara Substation 230kV
1427,Hassayampa Switchyard 500kV
1432,Boulevard East Substation 69 kV
1435,Hoodoo Wash Switchyard 500 kV
1437,Imperial Valley Substation 230kV
1443,Olive 115 kV
1448,Logan Creek - Delevan Line Tap 230kV
1455,Cortina 60 kV
1456,Los Banos 230 kV
146,Red Bluff Substation 230kV
1468,Los Banos - Gates #3 500kV line
147,Red Bluff Substation 230kV
1471,Tranquility 230kV
1473,Kelso Switching Station 230kV
1477,Tranquility Switching Station 230kV
1478,Panoche Substation 115kV
1482,Tranquillity SS 230kV
1483,Jayne Switching Station 70kV
1485,Mendota Substation 115kV
1488,Gates Substation 230kV
1493,Arco 70 kV
1495,Arco 230 kV
1496,Delevan 230 kV
1499,Lakeview 70 kV
1500,Midway Substation 230kV
1504,Arco-Midway & Gates-Midway 230kV
1505,Mercy Springs 70kV
1506,Bitterwater Switching Station 230kV
1509,Whirlwind Substation  230kV
1510,Windhub Substation 230kV
1511,Neenach Substation 66kV
1513,Highwind Substation 230kV
1514,Whirlwind Substation 230kV
1516,Vestal Substation 230kV
1518,Windhub Substation 230kV
1519,Roadway Substation 115kV
1522,Mohave Substation 500kV
1523,Eldorado Substation 500kV
1524,Eldorado Substation 500kV
1526,Colorado River Substation 230kV
1527,Devers Substation 230kV
1529,Delaney-Colorado River 500 kV Line
1530,Delaney Substation 500kV
1532,Carrizo Gorge Switchyard 138 kV
1534,Hassayampa Common Bus 500 kV
1541,Brighton-Bellota 230kV
1542,Bridgeville Substation 115kV
1543,Cortina Substation 115kV
1544,Delevan Substation 230kV
1547,Lambie SW Station-Birds Landing 230kV
1556,Rio Oso Substation 115kV
1558,Miller #1 115 kV Line
1559,Round Mountain Substation 500kV
1560,Tesla-Stagg 230kV
1561,Tesla-Weber 230kV
1562,Tesla-Westley 230kV
1563,Tesla Substation 115kV
1566,Valley Springs #2 60 kV
1567,Borden Substation 230kV
1568,Henrietta-Lemoore NAS 70 kV
1570,Coalinga#1-San Miguel 70 kV
1571,El Nido Substation 115kV
1573,Jayne Substation 70kV
1575,Gates Substation 230kV
1576,Gates Substation 230kV
1577,Gregg Substation 230kV
1579,Soledad Substation 60kV
1580,Livingston Substation 115kV
1581,Los Banos-Gates #1 500 kV
1582,Panoche Substation 230kV
1583,Waukena Substation 115kV
1586,Arco 230 kV
1587,Arco 230 kV
1589,Diablo Canyon-Gates 500kV
1590,Diablo Canyon-Gates 500kV
1591,Midway-Tupman-Rio Bravo-Renfro 115 kV
1592,Gates-Templeton 230 kV
1593,Gates-Midway 230 kV Line
1594,Gates-Midway 230kV
1596,Midway 500 kV
1600,Midway-Diablo Canyon #2
1601,Midway-Wheeler Ridge #2 230kV
1602,Highwind Substation 230kV
1603,Inyokern-Randsburg 115 kV
1604,Kramer Substation 230kV
1616,Highwind Substation 230kV
1617,Kramer Substation 230kV
1618,Magunden-Pastoria 230kV
1620,Rector Substation 230kV
1621,Magunden-Springville #1 220 kV
1622,Springville-Rector 220kV line
1623,Vestal Substation 230 kV
1624,Vestal Substation 220kV
1625,Vincent Substation 500kV
1626,Vincent Substation 230kV
1627,Vincent Substation 230kV
1628,Vincent Substation 230kV
1630,Whirlwind Substation 230 kV
