q_id,poi_name
2086,WINDHUB Substation 230 kV
2087,Moorpark Substation 230 kV
2089,Whirlwind Substation 500 kV
209,New 230/500kV substation near the 500kV IV-ML line
2090,Moorpark Substation 230 kV
2091,Vincent Substation 230 kV
2092,Moorpark Substation 230 kV
2096,Kramer-Lugo #1 220 kV
2098,Lugo-Pisgah  230 kV
21,Windmaster/Buena Vista Sub
210,Red Bluff Substation 230kV switchyard
2101,Kramer Substation 230 kV
2102,Victor Substation 230 kV
2104,Victor Substation 230 kV
2105,Lugo Substation 500 kV
2106,Control Substation 115 kV
2109,Hinson Substation 230 kV
211,Caribou 230kV Substation
2110,Vincent Substation 230 kV
2111,Litehipe Substation 230 kV
2112,Mira Loma Substation 230 kV
2113,Rio Hondo Substation 230 kV
2114,Chino Substation 230 kV
2115,La Cienega Substation 230 kV
2116,Walnut Substation 230 kV
2117,El Nido Substation 230 kV
2118,Center S Substation 230 kV
2119,Villa Park Substation 230 kV
212,Rio Dell Substation 60kV
2121,Mesa Substation 500 kV
2122,Mira Loma Substation 230 kV
2123,La Cienega Substation 230 kV
2124,Rio Hondo Substation 230 kV
2125,Viejo Substation 230kV
2126,Mira Loma - Chino 230 #1 230 kV
2127,Alamitos 220 kV
2128,Chino Substation 230 kV
2129,Johanna Substation 230 kV
213,Coolwater 220kV bus
2130,Mira Loma Substation 230 kV
2131,Hinson Substation 220 kV
2132,Laguna Bell Substation 230 kV
2133,San Bernadino 220 kV
2134,Sylmar-Gould line 230 kV
2135,Hinson Substation 220kV
2136,Rio Hondo Substation 230 kV
2137,Mira Loma Substation 230 kV
2138,SERRANO Substation 220 kV
2139,Laguna Bell Substation 230 kV
214,Coolwater-Kramer 115 kV line
2141,SCE portion of Eldorado Substation 230 kV
2143,Beatty Substation 138 kV
215,East County (ECO) Substation 230kV
2153,Silvergate Substation 230 kV
2155,Chicarita Substation 138 kV
2156,Trabuco Substation 138 kV
2157,Encina Substation 138 kV
2158,Rancho Mission Viejo Substation 138 kV
2159,Artesian Ranch Substation 69 kV
216,Otay Mesa Energy Center
2160,Jamacha - Miguel 69 kV Line
2163,Talega Substation 230 kV
2164,Friars Substation 138 kV
2165,Ocean Ranch Substation 69 kV
2167,Scripps Substation 69 kV
2169,Border - Border Tap 69 kV
217,San Luis Rey-Melrose 69kV
2170,Suncrest Substation 230 kV
2171,Sycamore Canyon Substation 230 kV
2173,Boulevard East Substation 138 kV
2174,Otay Mesa Switchyard 230 kV
2175,Hoodoo Wash Switchyard 500 kV
2176,Imperial Valley Substation 230 kV
2178,Suncrest Substation 230 kV
2179,Border Substation 69 kV
218,Loop Talega-Escondido 230kV line
2180,Otay Mesa Switchyard 230 kV
2181,Carrizo Gorge Switchyard 138 kV
2182,Chicarita Substation 138 kV
2183,Spring Valley Substation 69 kV
2184,Loveland - Alpine 69 kV Line
2185,Otay Mesa Switchyard 230 kV
2186,San Luis Rey Substation 230 kV
2187,East County Substation 500 kV
2188,Miguel Substation 69 kV
2189,Otay Mesa Switchyard 230 kV
219,Colorado River Substation 500kV bus
2190,Border Substation 69 kV
2191,Border Substation 69 kV
2192,Salt Creek Substation 69 kV
2193,Lugo
2194,Antelope
2196,Malaga 115 kV
2197,Lugo
2198,Vincent
2199,Victor Substation 230 kV
220,BLM West-Kramer 230kV line
221,Cool Water-Kramer #1 230kV line
223,Cool Water-Kramer #1 230kV line
224,69kV line next to Calpeak Border site
225,500kV line to the new Midpoint switching station
226,New double circuit 230kV line into Escondido Substation
227,Fulton-Ignacio 230kV #2 line
228,Newark Substation 230kV bus
229,Devers Substation
23,San Bernadino 220+M127 kV
230,Devers Substation
231,Venwind portion of Devers-Garnett-Venwind line
232,Interconnection on Site
233,Ivanpah Substation 115kV
234,Proposed Eldorado-Ivanpah 230kV line
235,Tesla-Tracy #1 230kV line
236,Tesla Substation 230kV bus
237,Eldorado 220kV switchyard
238,Temblor-San Luis Obispo 115kV line
239,Midway-Morro Bay 230kV line
24,High Winds/Contra Costa PP
240,Pisgah Sub 230kV
241,Pisgah Sub 230kV
242,Morro Bay-Midway 230kV line
243,Pisgah 230kV Substation
244,Control-Haiwee-Inyokern 115kV line
245,Devers-Mirage-Julian Hinds 230kV line
246,Kramer-Inyokern-Randsburg #3 115kV line
247,Borden Substation 230kV Bus
248,Tesla-Bellota 230kV line
249,Moss-Linding-Salinas-Soledad 115kV #1 and #2 lines #1 line & Tap N/O Moss Landing-Salinas-Soledad #2
25,Crestwood
250,Redbud-Cortina 115kV line
251,Eagle Mountain-Blythe 161kV line
252,Redondo Beach Generating Station 220kV switchyard
253,Cabrillo Substation 115kV
254,Gates Substation 230kV bus
255,Inyokern Substation
256,Mendota Biomass Substation
257,New Fairfield Substation 230kV bus
258,Contra Costa Substation 230kV bus
259,Rio Oso Substation 115kV bus
26,Crestwood
260,Loop Gold Hill-Eight Mile Road 230kV line
261,Hinson Substation 220kV
261A,Mendota-San Joaquin-Helm 70kV line
262,Birds Landing Substation 230 kV Bus
263,Eldorado Switchyard 220kV & NCP Merchant Substation 230kV
264,Lugo-Mohave 500kV line
265,Eagle Mountain Blythe 161kV line
266,Rio Oso Substation 230 kV Bus
267,Gold Hill-Eight Mile 230kV lines
269,Tesla-Westley 230 KV lines
27,230/138/69 kV South Bay (650 MW CC)
270,Proposed Midpoint Substation 230kV
271,Lugo-Pisgah 230kV line
273,Hanford Switchyard 115kV bus
274,Palomar Energy Switchyard 230 kV
275,Loop Vaca Dixon-Peabody & Vaca Dixon-Lambie 230 kV lines
276,Contra Costa Substation
277,Coolwater-Dunn Siding 115kV line
279,Fairhaven Substation 60kV bus
28,Potrero 115 kV Sub
280,Fort Bragg Substation 60kV bus
281,Loop Tesla-Stagg and Tesla-Eight Mile 230kV lines
282,Dairyland-Mendota 115 kV line tap
283,Gates Substation 230kV bus
284,Ukiah Substation 115kV bus
285,Pisgah Substation 230kV
286,Southwest Power Link 500kV line
287,Antelope-Magunden 230kV
288,Morro Bay-Midway #2 230kV line
289,El Dorado-Ivanpah 115kV line
29,Collector Sub at Geysers #17 Fulton 230 kV line
290,Pisgah Substation 230kV
291,Ivanpah Substation 230kV
292,SCE portion of Kramer BLM West 230kV line
293,Helm-Kerman 70kV line
295,Pisgah Substation 220kV
296,Antelope-Piute 66kV line
298,El Dorado 220kV switchyard
299,Hanford Switchyard 115kV bus
30,SF Airport Substation
300,Midway-Wheeler Ridge #1 and #2 230kV line
301,Lugo-Pisgah Line 220kV line
302,Lugo-Pisgah 220kV line
303,Imperial Valley - Miguel 500kV line
304,Smyrna-Alpaugh 115kV line
305,Contra Costa Substation 230kV Switchyard
306,Tesla-Belota 230kV and Tesla-Webber 230kV lines
307,Lancaster Redman 66kV line
308,Helijet-Little Rock-Palmdale-Rockair 66kV line
309,Antelope Substation 66kV
31,Monolith Substation
310,Del-Dur-Lancaster-Rite Aid 66kV line
311,Lancaster-Little Rock-Piute 66kV line
312,Oasis-Tortoise 66kV line
313,Piute-Redman 66kV line
314,Lancaster-Little Rock-Piute 66kV line
315,Helijet-Little Rock-Palmdale-Rockair 66kV line
316,Antelope-Rosamond 66kV line
317,Antelope Substation 66kV
318,Goldtown-Lancaster 66kV line
319,Corum-Goldtown 66kV line
320,Contra Costa Substation 230kV switchyard
321,Caribou Substation 230kV switchyard
322,Pittsburg 230kV switchyard
323,Coram-Rosemond 66kV line
324,Eldorado Baker Cool Water Dunn Siding Mountain Pass 115kV line
325,Kramer-Cool Water 115kV line
326,Kramer-Tortilla 115kV line
327,Kramer-Inyokern-Randsberg No. 1 115kV line
328,Kramer-Inyokern-Randsberg No. 3 115kV line
329,Whirlwind Substation 230kV
33,Bishop Control Substation 115 kV
330,Antelope-Calcement 66kV line
331,Windhub Substation
332,Windhub Substation
333,Cool Water-Kramer 115kV line
334,Kelso Substation 230kV bus
335,Kelso Substation 230kV bus
336,Borrego Substation 69kV
337,Borrego Substation 69 kV
338,Kerman-Helms 70kV line
339,Mission Substation
34,Monolith Substation
340,Smyrna-Alpaugh 115kV line
341,Wilson Substation 230kV Bus
343,Piute-Redman 66kV Line
344,Lancaster-Little Rock-Piute 66kV line
345,Lancaster-Little Rock-Piute 66kV Line (Lancaster side of Tap 72)
346,Lancaster-Redman 66kV Line
347,Helijet-Little Rock-Palmdale-Rockair 66kV line (primary: Palmdale side of Tap 62; Aternate: Little Rock side of Tap 62)
35,115 KV Panoche Sub
350,Eldorado-Baker- Coolwater-Dunn Siding-Mountain Pass 115 kV line
351,Tap Vaca-Rio Oso 115 kV line
352,Salado Substation 115 kV
353,Panoche Substation 115 kV bus
354,Tap Helm-Valley Nitrogen 70 kV line
355,San Luis Obispo-Tremblor 115kV line
356,Taft-Cuyama #1 70kV line
357,Midway Substation via Midway-Sunset Gen-Tie 230 kV line
358,Midway Sunset via Midway-Sunset Gen-Tie 230 kV line
359,Eldorado-Baker-Cool Water-Dunn Siding-Mountain Pass 115kV line
36,115 kV Tesla - Stockton Cogen Trans. Line.
360,Cortina Substation 230kV Bus
361,Blythe-Eagle Mountain 161 kV line
362,Midpoint Substation
363,Windhub Substation 230 kV
364,Windhub Substation 230 kV
366,Kelso Substation
367,69kV proximate to the Cuyama Substation
368,Escondido Substation 69 kV
369,Midpoint Substation 500 kV
37,Tesla Substation
370,Lambie-Contra Costa Substation 230 kV bus
371,McCall-Kingsburg #1 & #2 115 kV lines
372,Jacobs Corner Substation 70kV bus
373,Loop Tesla Stagg and Tesla-Eight Mile 230 kV lines
374,Tap Cottonwood-Logan Creek-Vaca Dixon 230kV line
375,Famoso Substation
376,Pisgah-Lugo 230kV Line
377,Tracy Substation 230 kV
379,Table Mountain-Tesla 500kV line
38,Humboldt Power Plant Substation
380,Lugo-Mohave 500 kV Line
381,Eldorado Subsation 230kV
382,Lugo-Eldorado 500 kV line
383,Arco Gen #1 & #2 230kV lines
384,Lugo-Mojave 500 kV Line
385,Lugo-Mojave 500kV Line
386,New Substation on North Gila-Imperial Valley 500 kV line
387,Devers-Palo Verde 500 kV Line
388,Devers-Palo Verde 500 kV Line
389,Devers-Palo Verde Line 500 kV line
39,Birds Landing Switching Station 230kV
390,North Gila-Hassayampa 500 kV line
391,Kramer Substation 230kV
392,BLM Substation 230kV
393,Inyokern Substation 115kV
394,Control Substation 115kV bus
395,Bishop  Substation
396,Control Substation 115kV bus
397,Bishop Substation
398,Control Substation 115kV bus
399,Control Substation 115kV bus
4,Palomar Energy Switchyard 230 kV
40,Eastshore Substation
400,Windhub Substation
2295,Caribou - Westwood
401,ChevGen Substation
402,Midway Substation 230kV line
403,Midway Substation 230 kV Bus
404,Midway Substation 230kV line
405,Imperial Valley Substation
406,Boulevard Substation
407,Cottonwind-Whirlwind 230kV line
408,Cottonwind-Whirlwind 230kV line
409,Highwind Substation 230kV
41,Pastoria Substation
410,Midpoint Substation 500kV
411,Midpoint Substation 500 kV
412,Whirlwind Substation 230kV
413,Pisgah Substation 230 kV
414,Imperial Valley Substation 230kV bus
415,Devers-Palo Verde 500 kV Line
416,Midpoint Substation 230 kV
417,Pittsburg-Tesla 230kV line
418,Tesla Substation 230 KV bus
419,Panoche Substation 230kV Bus
42,McCall Substation
420,Borrego Substation 69kV
422,Camino-Iron Mountain 230kV line
423,Camino-Iron Mountain 230kV line
424,Mohave switchyard
425,Colorado River Substation
426,Mohave Switchyard
427,Antelope Substation
428,Eagle Mountain Substation
429,Imperial Valley Substation 230 kV
43,Tesla-Bellota 230 kV line
430,Kramer Substation
431,Midpoint Substation 220kV
432,Colorado River Substation 230 kV
433,Iron Mountain Substation
434,Mohave switchyard
435,Palo Verde Devers #2 line
436,Palo Verde Devers #2 line
437,Pit #3 Round Mountain 230kV line
438,Windhub Substation
439,Midpoint Substation
44,Borden Substation 230 kV Bus
440,Whirlwind Substation
441,Geyers 17- Fulton #2 230kV line
442,Imperial Valley Substation 230 kV
443,Telega - Escondido 230kV Line
444,Lilac Rincon 69kV
445,Pala - lilac 69kV line
446,Talega San Mateo 69kV line
447,Ash - Valley Center 69kV line
448,Border Substation 69 kV
449,Midpoint Substation 500 kV
45,Eastshore Substation 230kV
450,Whirlwind Substation 230 kV
451,Pisgah Substation 230 kV
452,Loop Lakesville-Sobrante and Lakesville-Ignacio 230kV Lines
453,Mohave Switchyard
454,Imperial Valley Substation 230 kV
455,Whirlwind Substation 230 kV
456,Vincent Substation
457,Victor substation 115kV
458,Antelope Cal Cement 60kV line
459,Cameron Substation 69 kV
46,Tesla-Tracy #1 230 kV Line - Tracy Sub
460,Inyokern Substation115 kV bus
461,Dunn Siding Cool Water 115 kV Line
462,Borrego Substation 69 kV
463,Warner Substation 69 kV
464,Redman Substation 69 kV bus
465,Little Rock Substation 69 kV bus
466,Baker Substation 115kV
468,Hoodoo Wash Switchyard 500 kV
469,Valley Springs Martel #2 60kV line
47,Herndon - Kearney 230 kV line
470,Jacobs Corner Substation 70kV bus
471,Jacobs Corner Substation 70kV bus
473,Smyrna-Alpaugh 115kV line
474,Dunn Siding Substation
475,Devers-Garnet-Venwind 115 kV line
476,Lakeville #2 60 kV line
477,Centerville-Table Mountain 60kV line
478,Corcoran-Kingsburg 115kV #2 line
479,Smyrna-Alpaugh 115kV line
48,Contra Costa Power Plant 230 kV Substation
480,Borrego Substation 69kV
481,Valley Springs-Martel #2 60kV line
482,Smyrna-Alpaugh 115kV line
483,Vincent Substation
484,Arco-Carneras 70 kV Line
485,Winhub 230 KV via Highwind 66 KV
486,Antelope-Neenach 66kV line
487,Midway-Wheeler Ridge 230kV double circuit line
488,Eldorado Substation 230kV
489,Birds Landing Substation 230kV
490,San Onofre Nuclear Generating Station 230kV switchyard
491,Coolwater-Dunn Siding 115kV line
492,Windhub Substation 230kV
494,Windhub Substation 230kV
495,Tulloch 115kV tap
496,500 kV collector station 40 mi east of NGila sub and 4.5 mi w of proposed Agua Caliente sub
497,New Ivanpah Substation 115kV
498,New Ivanpah Substation 115kV
499,New Ivanpah Substation 115kV
5,Encina Power Plant Switchyard
50,SCE Valley Substation 500 kV
500,Eldorado Substation 500kV
501,Hassayampa-North Gila 500kV switching station
502,Eldorado-Ivanpah 230kV line
503,Merchant Switchyard 230 kV
504,Highwind Substation 230kV bus
507,Contra Costa Substation 230kV bus
508,Sanger-Reedley 115kV line
509,El Cajon Substation 69 kV
51,Kerman-Helm 70kV line
510,Imperial Valley Substation 230 kV
511,Goldtown-Lancaster 66kV line
512,Neenach Substation 66kV
513,Whirlwind Substation 230kV
513A,Otay Mesa Energy Center Substation 230 kV
514,Arco Substation 69kV bus
515,Kramer-Ransburg 115kV line
516,Borrego Substation 69kV
517,Kern-Old River #1 70kV line
518,Kern Old River #2 70kV line
519,Elk Hills Taft 70kV line
52,Panoche Substation
520,Blackwell-Carneras 70kV line
522C,Kern River-Cummings 66kV line
523,Arco Substation 70kV bus
523A,Goldtown-Corum 66kV line
524,Eldorado-Pisgah #2 230kV line
525,Arco Caneras 70kV line
526,Schindler-Coalinga #2 70kV line
527,Control-Haiwee-Inyokern #2 115kV line
528,Birds Landing Substation 230kV bus
529,Corcoran- Kingsburg #1 115kV line
529A,Helm-Kerman 70kV line
53,Pleasant Grove Sub Station
530,Alpaugh 115kV substation
531,Corcoran Smyrna 115 kV line
531B,Neenach Substation 69kV
532,Schindler-Huron-Gates 70kV line
533,Semitropic Midway #2 115kV line
534,Moss Landing-Panoche #2 230kV line
536,Mercy Springs 70kV Line
537A,Highwind Substation 220kV bus
538,Oro Loma-Mendota 69kV line
540,Little Rock-Piute 69kV line
541,Panoche-Oro Loma 115kV Line
541A,Antelope-Neenach 66kV
541B,Antelope-Neenach 66kV
542,Schindler Sub 115kV bus
543,Schindler Sub 70kV bus
544,Lamont Substation 115kV bus
545,Wheeler Ridge-Lakeview 70kV
2303,LUGO 500 kV
2334,OLINDA 230 kV
2284,TESLA 500 kV
2341,VINCENT 230 kV
2256,COLORADO RIVER 500 kV
2288,RED BLUFF 500 kV
2233,MANNING - TRANQUILITY #1
2325,LUGO 500 kV
2217,LOS BANOS 500 kV
2222,PIERCY 115 kV
2218,LOS BANOS 500 kV
546,Redman-Piute 66kV Tap
2371,VINCENT 500 kV
2239,MANNING 500 kV
2272,BIRDS LANDING SW STA 230 kV
2347,LOS BANOS 500 kV
2345,LOS BANOS 500 kV
2315,LUGO 500 kV
2346,LOS BANOS 500 kV
2206,TALEGA 138 kV
2208,MARGARITA 138 kV
2276,TESLA 230 kV
2287,TESLA 230 kV
2274,SAN ONOFRE 230 kV
2285,TESLA 230 kV
2226,VALLEY SWITCH 230 kV
2215,VALLEY SWITCH 230 kV
2237,VALLEY SWITCH 230 kV
2232,RED BLUFF 230 kV
2224,EAST COUNTY 230 kV
2357,DELEVAN-CORTINA
2264,KASSON 115 kV
2320,LUGO 500 kV
2297,TESLA 230 kV
2359,ANTELOPE 230 kV
547,Loop Redman-Lancaster 66kV
2313,BITTERWATER SW STA 230 kV
2327,VINCENT 230 kV
2329,WINDHUB 500 kV
2243,INYOKERN 115 kV
2323,RANCHO VISTA 230 kV
2261,LAMMERS 115 kV
2353,LUGO 500 kV
2262,LOCKEFORD 115 kV
2212,PISGAH 230 kV
2269,VALLEY SWITCH 230 kV
2296,NORTH OF SONGS 500 kV
2220,PISGAH 230 kV
2205,SAN MATEO 138 kV
2363,METCALF 230 kV
2305,RED BLUFF 230 kV
2246,WHIRLWIND 230 kV
2241,MOHAVE 500 kV
2219,CALCITE 230 kV
2273,LATHROP 230 kV (FUTURE)
2286,TESLA 500 kV
2211,TROUT CANYON 230 kV
2247,WHIRLWIND 230 kV
2263,LOS ESTEROS 115 kV
548,Mercy Springs Substation 70kV
2259,RIO OSO 230 kV
2368,COLORADO RIVER 230 kV
2282,VALLEY SPRINGS 230 kV
2221,TESLA 230 kV
2235,BELLOTA-RIVERBANK
2281,GOLD HILL-EIGHT MILE ROAD
2265,RED BLUFF 230 kV
2340,EAGLE ROCK 230 kV
2318,MIRA LOMA 230 kV
2216,QUINTO SW STA 230 kV
2316,Mesa 230KV
2302,CHINO 230 kV
2245,SLOAN CANYON 230 kV
2231,LOCKEFORD 115 kV
2337,MANNING 500 kV
2227,LUGO 500 kV
2204,MOSS LANDING PP 115 kV
2229,MANNING 500 kV
549,Mercy Springs Oro Loma 70kV line
2319,MAGUNDEN-PASTORIA NO.3
2236,LUGO 500 kV
2304,QUINTO SW STA 230 kV
2293,VINCENT 500 kV
2225,SALADO 115 kV
2324,LUGO 500 kV
2275,MIRA LOMA 230 kV
2210,HASSAYAMPA 500 kV
2317,MIRA LOMA 230 kV
2238,VALLEY SWITCH 230 kV
2228,ELDORADO 230 kV
2244,QUINTO SW STA 230 kV
2332,ETIWANDA 230 kV
550,Merced #1 70 kV
2350,VIEJO 230 kV
2352,CHINO 230 kV
2278,PIERCY 115 kV
2294,LAGUNA BELL 230 kV
2348,LUGO 500 kV
2306,LUGO 500 kV
2333,BELLOTA 230 kV
2202,MERCY SPRINGS SW STA 70 kV
2365,Soledad #2 60kV
2367,Soledad #1 60kV
2354,MIDWAY-WHIRLWIND
2369,TESLA 230 kV
2364,LUGO 500 kV
2321,WHIRLWIND 230 kV
2230,MILPITAS 115 kV
2203,Hassayampa-Hoodoo Wash
2322,LUGO 500 kV
2326,CALIENTE SW STA-MIDWAY #1
2311,WINDHUB 230 kV
2338,SOBRANTE-STANDARD OIL SW STA #1
551,Wheeler Ridge Sub 70kV bus
553,Moss Landing-Panoche #2 & Coburn-Panoche #2 230 kV
554,Pit River 1-Cottonwood 230kV
555,Boulevard Substation 138kV
556,Eagle Rock Substation 115 kV
557,Smyrna-Alpaugh 115kV line
558,Corcoran-Kingsburg #2 115kV
559,Wheeler Ridge-Lamont 115kV
56,El Dorado 230 kV Substation
560,Los Banos-Dos Amigos 230kV
561,Imperial Valley Substation 230kV
562,Victor Substation 230kV
563,Antelope Substation 66kV
564,Antelope Substation 66kV
565,Mission-Carlton Hills 138kV Line
566,Rosamond-Corum 66kV
567,Red Bluff Substation 230kV
568,Eastshore Substation 230kV Bus
569,Table Mountain-Tesla 500kV
57,Between Cottonwood and Vaca-Dixon
570,Trinity-Cottonwood 115 kV Line
571,Windhub Substation 500kV
572,Valley Substation 500 kV bus
573,Antelope-Cal Cement 66kV
574,Otay Mesa Switchyard 230 kV
575,Brighton-Davis 115 kV Line
577,Los Banos-Westley 230kV
578,Cottonwood-Savage 115kV line
579,Borden Sub 230kV bus
58,Control 115kV Substation
580,Blythe-Eagle Mountain 161kV line
581,Henrietta-GWF 115 kV Line
582,Midway - Vincent #1 & #2 500kV
583,Boulevard East Substation 138kV
584,Antelope Sub 220kV Bus
585,Antelope Sub 220kV Bus
586,Geysers #17-Fulton 230kV
587,Gates Substation
588,Red Bluff Substation 230kV
589,Victor Substation 115kV
59,Henrietta Substantion 70 kV
590,Imperial Valley Substation 230 kV
591,Borrego Substation 60kV
592,Midway-Gates & Arco-Gates 230kV lines
593,Mohave Generating Station 500kV bus
594,Merced Substation 70 kV
595,Henrietta - Tulare 70kV line
596,Henrietta Tulare 70kV line
597,Merced #1 70 kV line (El Nido Bonita segment)
598,Henrietta Tulare 70kV line
599,Corral Substation 70 kV
6,Tesla Sub 230kV Bus E
60,Kern Oil Substation 115 kV
600,Merced #1 70 kV
601,Tulare Henrietta 70kV line
602,Whirlwind Substation 230kV
603,Whirlwind Substation 230kV
604,Imperial Valley Substation 230kV
605,Eldorado Substation 230kV
606,Schulte Switching Station 115kV bus
607,Mendota Substation 115 kV bus
608,Imperial Valley Substation 230 kV
610,Stroud SW STA-Schindler 70kV
611,Oro Loma-El Nido 115kV
612,Panoche-Schindler #2 115kV Line
613,Helm 70kV bus
613A,Cal Cement - Monolith - Windland - Arwind 66 kV line
614,Merced-Madera 70kV
614A,Goldtown-Lancaster 66kV
615,Zondwind Sub 66kV Bus
616,Eagle Mountain-Blythe 161kV
617,Tesla-Tracy 115kV
617A,Piute-Redmond 66kV
617AA,Eagle Mountain-Blythe SCE 161 kV
617B,Corcoran-Smyrna 115kV
617C,Control-Silverpeak 55 kV
618,Coalinga-Mendota Road 69kV
618A,Helms-Schindler 70kV
618B,Kerman-San Joaquin 70kv
619,Piute-Lancaster 66kV
62,Humboldt Bay-Humboldt #1 115 kV
620,Copus Road Sub 70kV bus
620A,Lakeview Sub 70kV bus
621,Imperial Valley Sub 12kV Bus
621A,Weedpatch - San Bernard 70 KV line
622,Temblor-King Ellis 70kV
622B,Wheeler Ridge-Lamont 115 kv
623,Cal Cement-Antelope 66kV
623A,Boulevard Sub 138 kV Bus
624,Maricopa Substation 70 kV bus
626,Henrietta-Guernsey 70kV
627,Neenach-Antelope 66kV
629,Salado-Miller 115kV line
63,Contra Costa (230 kV)
630,Goldtown Substation 66kV
631,Strout SW Station 70kV
632,Wesix 70kV Tap
632A,Salado-Miller 115 kV
632B,Stroud switching station 70kV
632C,Stroud switching station 70kV
633,Gates-Coalinga 70 kV Line #1
634,Camden Junction-Lemoore Tap 70kV
635,Oro Loma-Canal 70kV
636,Leprino Food (Lemoore) 115 kV Tap Line
637,Henrietta-Jacobs Corner 70kV
638,Coalinga 1-Gates 70kV
638A,Coalinga CoGen 70 kV Tap & Tornado Dist
639,Redman-Piute 66kV
64,Humboldt Bay Power Plant Sub
640,Rosamond 66kV - Tap 52
640A,Schindler Sub 115 kV Bus
640B,Oro Loma   115kV
641,Midsun-Midway 115 kV
642,Elk Creek 60kV Tap
643,Los Banos-San Luis PGP #1 230 kV
643A,Arco Sub 230 kV Bus
643AA,Antelope Sub 230kV Bus
643AB,Whirlwind Substation 230kV Bus
643AC,Colorado River Sub 220 kV Bus
643AD,Kramer Sub 220kV Bus
643AF,Colorado River Sub 220kV Bus
643AG,Control-Inyokern 115 kV
643AH,Red Bluff Sub 230 kV Bus
643AI,Eldorado Sub 220 kV Bus
643AJ,Whirlwind Sub 230 kV Bus
643AK,Control Sub 115 kV Bus
643AL,Palo Verde-Devers #1 500kV
643AM,Imperial Valley Substation 230 kV
643AO,Imperial Valley 230 kV Switchyard
643AP,Sunrise Powerlink 500 kV
643AQ,Hassayampa-North Gila 500kV line
643AR,Control Sub 115 kV Bus
643AS,Colorado River Substation
643AT,Mead-Eldorado 230kV
643B,Imperial Valley Sub 230 kV Bus
643C,ECO Sub 230 kV Bus
643D,Angiola Sub 70 kV Bus
643E,Schindler Sub 115 kV Bus
643F,Rio Oso-Lockford 230 kV
643G,Cascade-Cottonwood 115 kV
643H,Gates-Gregg 230 kV
643I,Mendota-Dairyland 115 kV
643J,Coalinga #2-Schindler 70 kV
643K,Mendota-San Joaquin-Helm 70 kV
643O,Brighton-Davis 115 kV
643P,Whirlwind Sub 500 kV Bus
643Q,Windhub Sub 220 kV Bus
643S,Vestal Sub 230 kV Bus
643T,Hassayampa Common Bus 500 kV
643U,Imperial Valley Sub 230 kV Bus
643V,Imperial Valley Sub 230 kV Bus
643Y,Henrietta-Leprino Food 115 kV
643Z,Whirlwind - Windhub 500 kV
644,Dairyland - Legrand 115 kV
644A,East County Substation 138 kV
645,Jolon 60 kV sub
645A,Weedpatch-Wheeler Ridge 70kV
646,Chaney #1 115kV Tap
647,Panoche - Oro Loma 115 KV
648,Panoche-Oro Loma 115kV Tap
649,Helm 70kV
649A,Dixon-Vaca #2 60kV
65,Long Beach Gen Station 220kv switchyard
650,Westlands 138 kV Tap
650A,Lancaster-Purify-Redman 66 kV
650AB,Henrietta-Tulare Lake 70kV
650AC,Henrietta-Tulare Lake 70kV line
650B,Line to be constructed 1 mile south & tie into SCE 69kV
651,Nicolaus-Marysville 60kV
651A,Antlelope Sub 66 kV Bus
652,Woodward-Sanger 115kV
653,Arco  70 kV
653A,Arco Sub 70 kV Bus
653BA,Kern River-Cummings 66kV
653C,Taft-Cuyama#1 70kV
653D,Panoche-Mendota 115kV
653E,Helm Sub 70 kV Bus
653EA,Copus-Old River 70 kV
653EB,Midway 230 KV bus via Midway-La Paloma 230kV #1
653EC,Arco Sub 70 kV Bus
653ED,Boulevard East Substation 69 kV
653EF,Cal Cement-Monolith-Windland 66 kV
653FA,Lancaster-Little Rock-Piute 66kV
653FB,Lancaster-Little Rock-Piute 66kV
653G,Mendota - San Joaquin - Helm 70 KV line
653H,Antelope Sub 66 kV Bus
654,Semitropic-Midway #2 115kV
655,Westpark-Magunden 115 kV
656,Taft-Elk Hills 70 kV
657,Glenn #3 60 kV
657A,Antelope-Neenach 66kV
657B,Goldtown-Corum 66 kV
659,Antelope Sub 66 kV Bus
66,Walnut Substation 220kV
660,Antelope Sub 66 kV Bus
662,Antelope Sub 66 kV Bus
663,Lancaster-Redman-Purify 66KV
664,Piute Sub 66 kV Bus
665,Coalinga #1-Tornado 70kV line; pole number 4/3
666,Pittsburg - Kirker - Columbia Steel 115 KV line
667,Imperial Valley Substation 230kV
668,Mendota 115 kV
669,Highwind Substation 230kV Bus
67,Eastshore Substation 230kV
672,Whirlwind Substation 66kV
673,Hassayampa - N. Gila 500 kV line
674,Arco - Polonios Pass 70kV
675,Bellota - Tesla 230 kV Tap
676,Borrego Substation 69kV Bus
677,Imperial Valley Sub
679,Giffen substation 70 KV
68,Pisgah Sub 230 kV Bus
680,Diablo Canyon - Midway #3 500 KV Line
682,Mendota Biomass Tap line 70 KV
683,Camden Substation 70kV Bus
684,Caruthers - Kingsburg 70kV
685,Imperial Valley 230 kV bus
686,Colorado River Substation 230kV
687,Pittsburg-Kirker-Columbia Steel 115 kV Line
688,Henrietta - Lemoore 70 kV
689,Four Corners Sub 345kV Bus
69,Etiwanda 230kV Substation
690,Approx 4 mi south of the Penasquitos sub along the East side of the Penasquitos-Old Town 230kV line
691,Lambie Switching Station 230 KV
692,Control Substation 115kV Bus
693,Del Sur Substation 66kV Bus
